Measurand,Direction,Nominal value,Tolerance 1 -d,Tolerance 1 +d,Tolerance 2 -d,Tolerance 2 +d,Tolerance 3 -d,Tolerance 3 +d
NLSTS0096_R_BA,Y,-584.13,-1.18,1.18,-2.36,2.36,-3.53,3.53
NLSTS0096_R_BA,Z,941.67,,,,,,
NRSTS0111_O_BA,X,3480.26,-0.66,0.66,-0.7,0.7,-2.09,2.09
NRSTS0111_O_BA,Y,617.21,-0.52,0.52,-0.55,0.55,-2,2.2
NRSTS0111_O_BA,Z,738.1,-0.77,0.77,-0.81,0.81,-2.42,2.42
NRSTS0138_U_BA,X,3322.59,-0.51,0.51,-1.02,1.02,-1.54,1.54
NRSTS0138_U_BA,Y,745.14,,,,,,
NRSTS0138_U_BA,Z,650.38,-1.08,1.08,-2.16,2.16,-3.25,3.25
HLSTI0005,X,668.14,-0.38,0.38,-0.5,0.5,-1.5,1.5
HLSTI0005,Y,-654.12,-0.38,0.38,-0.5,0.5,-1.5,1.5
HLSTI0005,Z,849.42,-0.38,0.38,-0.5,0.5,-1.5,1.5
NLSTS0011_R_AA,X,440.19,,,,,,
NLSTS0011_R_AA,Y,-712.86,-1.17,1.17,-2.34,2.34,-3.5,3.5
NLSTS0011_R_AA,Z,756.86,,,,,,
124L-124R-DY,Y,1216.16,-0.38,1.52,-0.4,1.6,-1.8,4.2
NLSHI0850_R_DG,X,2848.36,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0850_R_DG,Y,-589.74,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSHI0850_R_DG,Z,885.21,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSTS0101_O_BA,X,3134.96,-0.27,0.27,-0.36,0.36,-1.09,1.09
NLSTS0101_O_BA,Y,-621.03,-0.29,0.29,-0.39,0.39,-1.18,1.18
NLSTS0101_O_BA,Z,803.33,-0.81,0.81,-1.07,1.07,-3.22,3.22
PP_R_3,X,3557,-0.5,0.5,-1,1,-1.5,1.5
PP_R_3,Y,378,,,,,,
PP_R_3,Z,342,,,,,,
NLSTS0124_R_BA,X,3506.2,,,,,,
NLSTS0124_R_BA,Y,-608.08,-1.12,1.12,-1.18,1.18,-4.15,2.95
NLSTS0124_R_BA,Z,667.2,,,,,,
NRSHI0850_L_DG,X,2848.36,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0850_L_DG,Y,589.74,-0.15,0.15,-0.2,0.2,-0.6,0.6
NRSHI0850_L_DG,Z,885.21,-0.15,0.15,-0.2,0.2,-0.6,0.6
NLSTS0235_L_BA,X,2264.52,,,,,,
NLSTS0235_L_BA,Y,-868.94,-1.19,1.19,-2.38,2.38,-3.58,3.58
NLSTS0235_L_BA,Z,275.74,,,,,,
NLSTS0146_O_BA,X,3186.9,,,,,,
NLSTS0146_O_BA,Y,-802.51,,,,,,
NLSTS0146_O_BA,Z,525.19,-1.02,1.02,-2.04,2.04,-3.07,3.07
NLSTS0148_O_BA,X,3208.35,,,,,,
NLSTS0148_O_BA,Y,-801.53,,,,,,
NLSTS0148_O_BA,Z,513.24,-1.06,1.06,-2.12,2.12,-3.2,3.2
NRSTS0188_R_BA,X,1397.93,,,,,,
NRSTS0188_R_BA,Y,600.26,-0.79,0.79,-0.83,0.83,-2.49,2.49
NRSTS0188_R_BA,Z,1093.64,,,,,,
NRSTS0235_R_BA,X,2264.52,,,,,,
NRSTS0235_R_BA,Y,868.94,-1.19,1.19,-2.38,2.38,-3.58,3.58
NRSTS0235_R_BA,Z,275.74,,,,,,
NRSTS0225_O_BA,X,2529.46,,,,,,
NRSTS0225_O_BA,Y,810.29,-0.67,0.67,-1.34,1.34,-2,2
NRSTS0225_O_BA,Z,680.8,-1,1,-2,2,-2.99,2.99
NLDAA0028_H_BA,X,2492.44,-1.09,1.09,-1.15,1.15,-3.44,3.44
NLDAA0028_H_BA,Y,0,,,,,,
NLDAA0028_H_BA,Z,1080.56,,,,,,
NLSLA0032_O_AA,X,3407.56,-0.55,0.55,-1.1,1.1,-1.64,1.64
NLSLA0032_O_AA,Y,-707.48,,,,,,
NLSLA0032_O_AA,Z,405.22,,,,,,
HRSTI0003,X,914.25,-0.38,0.38,-0.5,0.5,-1.5,1.5
HRSTI0003,Y,601.68,-0.38,0.38,-0.5,0.5,-1.5,1.5
HRSTI0003,Z,981.14,-0.38,0.38,-0.5,0.5,-1.5,1.5
NLSTS0130_U_BA,X,3444.97,,,,,,
NLSTS0130_U_BA,Y,-687.96,,,,,,
NLSTS0130_U_BA,Z,660.53,-1.2,1.2,-2.4,2.4,-3.59,3.59
NLSTS0222_V_BA,X,2536.33,-1.07,1.07,-2.14,2.14,-3.21,3.21
NLSTS0222_V_BA,Y,-778.78,,,,,,
NLSTS0222_V_BA,Z,695.93,-0.54,0.54,-1.08,1.08,-1.61,1.61
NRSTS0226_V_BA,X,2525.35,-1.06,1.06,-2.12,2.12,-3.19,3.19
NRSTS0226_V_BA,Y,807.33,,,,,,
NRSTS0226_V_BA,Z,679.05,,,,,,
NLSTS0002_L_HA,X,3059.23,-1.14,1.14,-1.2,1.2,-3.6,3.6
NLSTS0002_L_HA,Y,-797.98,-1.14,1.14,-1.2,1.2,-3.6,3.6
NLSTS0002_L_HA,Z,302.71,-1.14,1.14,-1.2,1.2,-3.6,3.6
149L-304L,Y,78.95,,,,,,
149L-304L,XRV,0,,,,,,
149L-304L,YRV,0,,,,,,
149L-304L,ZRV,0,,,,,,
149L-304L,XLV,0,,,,,,
149L-304L,YLV,0,,,,,,
149L-304L,ZLV,0,,,,,,
110L-110R-DY,Y,1232.94,-0.38,1.52,-0.4,1.6,-1.8,4.2
NRSTS0201_R_BA,X,1624.23,,,,,,
NRSTS0201_R_BA,Y,594.29,-0.98,0.98,-1.96,1.96,-2.96,2.96
NRSTS0201_R_BA,Z,1103.23,-0.69,0.69,-1.38,1.38,-2.06,2.06
NLSTS0239_L_BA,X,2136.53,,,,,,
NLSTS0239_L_BA,Y,-857.51,-1.19,1.19,-2.38,2.38,-3.57,3.57
NLSTS0239_L_BA,Z,82.46,,,,,,
